学年,対象の漢字,読み,文章,ぶんしょう
2,元,がん,[元]{日}の{朝}はのんびりした{気分}になる。,[がん]{じつ}の{あさ}はのんびりした{きぶん}になる。
2,元,げん,{数学}の{苦手}な{単}[元]を{復習}する。,{すうがく}の{にがて}な{たん}[げん]を{ふくしゅう}する。
2,元,もと,{手}[元]がくるってしまった。,{て}[もと]がくるってしまった。
2,兄,あに,[兄]とケンカしていたら、{二人}ともおこられた。,[あに]とケンカしていたら、{ふたり}ともおこられた。
2,兄,きょう,ぼくの{家}は{七人}[兄]{弟}の{大家族}だ。,ぼくの{いえ}は{ななにん}[きょう]{だい}の{だいかぞく}だ。
2,光,こう,{窓}から{日}[光]が{入}ってくる。,{まど}から{にっ}[こう]が{はい}ってくる。
2,光,ひか,{地面}に{何}か[光]るものが{落}ちている。,{じめん}に{なん}か[ひか]るものが{お}ちている。
2,光,ひかり,{雪}が{太陽}の[光]を{反射}してまぶしい。,{ゆき}が{たいよう}の[ひかり]を{はんしゃ}してまぶしい。
2,公,こう,{放課後}に{近所}の[公]{園}に{集合}する。,{ほうかご}に{きんじょ}の[こう]{えん}に{しゅうごう}する。
2,内,うち,{部屋}の[内]{側}からかぎをかける。,{へや}の[うち]{がわ}からかぎをかける。
2,内,ない,{笑}ったけど、[内]{心}つまらないと{思}っている。,{わら}ったけど、[ない]{しん}つまらないと{おも}っている。
2,冬,とう,[冬]{至}を{過}ぎて{日}がだんだん{長}くなる。,[とう]{じ}を{す}ぎて{ひ}がだんだん{なが}くなる。
2,冬,ふゆ,リスが[冬]に{備}えて{食}べ{物}を{集}めている。,リスが[ふゆ]に{そな}えて{た}べ{もの}を{あつ}めている。
2,刀,かたな,おもちゃの[刀]をふり{回}して{遊}ぶ。,おもちゃの[かたな]をふり{まわ}して{あそ}ぶ。
2,刀,とう,{武将}にほうびとして、{名}[刀]がおくられる。,{ぶしょう}にほうびとして、{めい}[とう]がおくられる。
2,分,ふん,バスが{五}[分]おくれてとうちゃくする。,バスが{ご}[ふん]おくれてとうちゃくする。
2,分,ぶ,[分]{厚}い{本}が{頭}に{落}ちて、たんこぶができる。,[ぶ]{あつ}い{ほん}が{あたま}に{お}ちて、たんこぶができる。
2,分,ぶん,おこる{前}に、おれの{言}い[分]を{聞}いてよ。,おこる{まえ}に、おれの{い}い[ぶん]を{き}いてよ。
2,分,わ,{決着}がつかないから、この{勝負}は{引}き[分]けだ。,{けっちゃく}がつかないから、この{しょうぶ}は{ひ}き[わ]けだ。
2,切,き,{人気商品}がすぐに{売}り[切]れた。,{にんきしょうひん}がすぐに{う}り[き]れた。
2,切,せつ,{木材}を{一定}の{長}さで[切]{断}する。,{もくざい}を{いってい}の{なが}さで[せつ]{だん}する。
2,前,ぜん,{以}[前]と{同}じ{方法}で{問題}を{解決}する。,{い}[ぜん]と{おな}じ{ほうほう}で{もんだい}を{かいけつ}する。
2,前,まえ,{服}を{後}ろ[前]に{着}てしまう。,{ふく}を{うし}ろ[まえ]に{き}てしまう。
2,北,きた,じゃ、{十時}に〇〇 {駅}の[北]{口}に{集合}ね！{修学旅行}の{思}い{出}に{木刀}を{買}う。,じゃ、{じゅうじ}に〇〇 {えき}の[きた]{ぐち}に{しゅうごう}ね！{しゅうがくりょこう}の{おも}い{で}に{ぼくとう}を{か}う。
2,北,ほく,{台風}が[北]{上}して{日本}に{近}づく。,{たいふう}が[ほく]{じょう}して{にっぽん}に{ちか}づく。
2,午,ご,{今日}は[午]{後四時}から{大事}な{用事}がある。,{きょう}は[ご]{ごしじ}から{だいじ}な{ようじ}がある。
2,半,なか,{旅}の[半]ばでたおれてしまう。,{たび}の[なか]ばでたおれてしまう。
2,半,はん,{運動会}の{前}[半]{戦}は、{白組}が{多}くの{点}を{取}った。,{うんどうかい}の{ぜん}[はん]{せん}は、{しろぐみ}が{おお}くの{てん}を{と}った。
2,南,なん,[南]{極大陸}はどの{国}の{領土}でもない。,[なん]{きょくたいりく}はどの{くに}の{りょうど}でもない。
2,南,みなみ,{近}くの{駅}の[南]{口}で{待}ち{合}わせする。,{ちか}くの{えき}の[みなみ]{ぐち}で{ま}ち{あ}わせする。
2,原,げん,{実験}が{失敗}した[原]{因}を{調}べる。,{じっけん}が{しっぱい}した[げん]{いん}を{しら}べる。
2,原,はら,{広}い{野}[原]で{虫取}りをする。,{ひろ}い{の}[はら]で{むしと}りをする。
2,友,とも,[友]{達}に{遊}びにさそわれた。,[とも]{だち}に{あそ}びにさそわれた。
2,友,ゆう,ぼくとかれの{間}には{熱}い[友]{情}がある。,ぼくとかれの{あいだ}には{あつ}い[ゆう]{じょう}がある。
2,古,こ,{中}[古]のマンガを{買}ったら{落書}きがされていた。,{ちゅう}[こ]のマンガを{か}ったら{らくが}きがされていた。
2,古,ふる,この{村}には[古]くからの{言}い{伝}えがある。,この{むら}には[ふる]くからの{い}い{つた}えがある。
2,台,たい,{夏祭}りの{屋}[台]で{焼}きそばを{買}った。,{なつまつ}りの{や}[たい]で{や}きそばを{か}った。
2,台,だい,{劇}の[台]{本}を{役者}たちに{配}る。,{げき}の[だい]{ほん}を{やくしゃ}たちに{くば}る。
2,合,あ,{秘密基地}に{入}るための[合]い{言葉}を{決}める。,{ひみつきち}に{はい}るための[あ]い{ことば}を{き}める。
2,合,がっ,{学芸会}で[合]{唱}する{曲}を{多数決}で{決}める。,{がくげいかい}で[がっ]{しょう}する{きょく}を{たすうけつ}で{き}める。
2,合,ごう,リレーで{負}けたが、[合]{計点}では{赤組}に{勝}った。,リレーで{ま}けたが、[ごう]{けいてん}では{あかぐみ}に{か}った。
2,同,おな,[同]じしゅみの{話}で{盛}り{上}がる。,[おな]じしゅみの{はなし}で{も}り{あ}がる。
2,同,どう,{鳥取県}と{島根県}を{混}[同]する。,{とっとりけん}と{しまねけん}を{こん}[どう]する。
2,回,かい,アイテムを{使}って{主人公}を[回]{復}させた。,アイテムを{つか}って{しゅじんこう}を[かい]{ふく}させた。
2,回,まわ,らせん{階段}を{降}りると{中}で{目}が[回]ってしまう。,らせん{かいだん}を{お}りると{なか}で{め}が[まわ]ってしまう。
2,図,ず,いろいろな[図]{形}の{面積}の{計算}の{仕方}を{覚}えた。,いろいろな[ず]{けい}の{めんせき}の{けいさん}の{しかた}を{おぼ}えた。
2,図,と,{作品}から{作者}の{意}[図]を{読}み{取}る。,{さくひん}から{さくしゃ}の{い}[と]を{よ}み{と}る。
2,国,くに,{私}のしゅ{味}はいろんな[国]の{歴史}を{調}べることです。,{わたくし}のしゅ{あじ}はいろんな[くに]の{れきし}を{しら}べることです。
2,国,こく,オリンピックは{四年}に{一度}の[国]{際的}な{大会}だ。,オリンピックは{よんねん}に{いちど}の[こく]{さいてき}な{たいかい}だ。
2,園,えん,ぼくの{家}は、{黄色}いジャングルジムのある{公}[園]のとなりだよ。,ぼくの{いえ}は、{きいろ}いジャングルジムのある{こう}[えん]のとなりだよ。
2,地,じ,アイスを[地]{面}に{落}としてしまう。,アイスを[じ]{めん}に{お}としてしまう。
2,地,ち,{人間}と{比}べると、[地]{球}はとても{大}きい。,{にんげん}と{くら}べると、[ち]{きゅう}はとても{おお}きい。
2,場,じょう,{小学一年生}のころから{空手道}[場]に{通}っている。,{しょうがくいちねんせい}のころから{からてどう}[じょう]に{かよ}っている。
2,場,ば,{行}きたい[場]{所}への{道}を{調}べる。,{い}きたい[ば]{しょ}への{みち}を{しら}べる。
2,声,こえ,{英文}を[声]に{出}して{読}む。,{えいぶん}を[こえ]に{だ}して{よ}む。
2,声,せい,イヤホンから{音}[声]がもれる。,イヤホンから{おん}[せい]がもれる。
2,売,う,{新作}ゲームの[売]れ{行}きは{好調}だ。,{しんさく}ゲームの[う]れ{ゆ}きは{こうちょう}だ。
2,売,ばい,この{店}では{骨}とう{品}を[売]{買}している。,この{みせ}では{こっ}とう{ひん}を[ばい]{ばい}している。
2,売,ばい,{来週}、{期間限定}のおかしが{発}[売]される。,{らいしゅう}、{きかんげんてい}のおかしが{はつ}[ばい]される。
2,夏,か,{近所}のじゅくがやっている、[夏]{期講習}に{参加}させられる。,{きんじょ}のじゅくがやっている、[か]{きこうしゅう}に{さんか}させられる。
2,夏,なつ,もう{秋}なのに、{今日}はまるで[夏]みたいに{暑}い。,もう{あき}なのに、{きょう}はまるで[なつ]みたいに{あつ}い。
2,外,がい,{夏休}みに{海}[外]{旅行}に{行}った{友達}からおみやげをもらう。,{なつやす}みに{かい}[がい]{りょこう}に{い}った{ともだち}からおみやげをもらう。
2,外,そと,{家}の{中}はすずしいけれど、[外]は{暑}そうだなあ。,{いえ}の{なか}はすずしいけれど、[そと]は{あつ}そうだなあ。
2,外,はず,{町}[外]れにある{古}い{空}き{家}にまつわるかい{談}を{話}す。,{まち}[はず]れにある{ふる}い{あ}き{や}にまつわるかい{だん}を{はな}す。
2,外,ほか,{思}いの[外]の{出来事}にあわてる。,{おも}いの[ほか]の{できごと}にあわてる。
2,多,おお,{今日}は{暑}いから{飲}み{物}を[多]めに{持}っていく。,{きょう}は{あつ}いから{の}み{もの}を[おお]めに{も}っていく。
2,多,た,{作文}を{書}き{直}して、{内容}を[多]{少変}える。,{さくぶん}を{か}き{なお}して、{ないよう}を[た]{しょうか}える。
2,夜,や,{今}[夜]は{九時}からテレビで{映画}を{見}る。,{こん}[や]は{きゅうじ}からテレビで{えいが}を{み}る。
2,夜,よ,{真}[夜]{中}に{救急車}の{音}が{聞}こえてくる。,{ま}[よ]{なか}に{きゅうきゅうしゃ}の{おと}が{き}こえてくる。
2,夜,よる,[夜]おそくまでさわいで、{親}におこられる。,[よる]おそくまでさわいで、{おや}におこられる。
2,太,た,{丸}[太]を{結}び{合}わせていかだを{作}る。,{まる}[た]を{むす}び{あ}わせていかだを{つく}る。
2,太,たい,[太]{平洋}で{漁}をする。,[たい]{へいよう}で{りょう}をする。
2,太,ふと,[太]って{今}までの{服}が{着}られなくなる。,[ふと]って{いま}までの{ふく}が{き}られなくなる。
2,太,ふと,{学級新聞}の{見出}しを[太]い{文字}で{書}く。,{がっきゅうしんぶん}の{みだ}しを[ふと]い{もじ}で{か}く。
2,妹,いもうと,かぜをひいた[妹]にアイスを{買}ってあげた。,かぜをひいた[いもうと]にアイスを{か}ってあげた。
2,姉,あね,ぼくには{働}いている[姉]がいる。,ぼくには{はたら}いている[あね]がいる。
2,室,しつ,{病}[室]をまちがえて{入}る。,{びょう}[しつ]をまちがえて{はい}る。
2,家,け,{豊臣秀吉}はもともと、{織田信長}の[家]{来}だった。,{とよとみひでよし}はもともと、{おだのぶなが}の[け]{らい}だった。
2,家,や,となりの{古}い{空}き[家]が{取}りこわされる。,となりの{ふる}い{あ}き[や]が{と}りこわされる。
2,寺,じ,{金閣}[寺]には{本物}の{金}が{使}われている。,{きんかく}[じ]には{ほんもの}の{かね}が{つか}われている。
2,寺,てら,お[寺]でざぜんを{組}んで{修行}する。,お[てら]でざぜんを{く}んで{しゅぎょう}する。
2,少,しょう,ダイエットで{体重}が{減}[少]する。,ダイエットで{たいじゅう}が{げん}[しょう]する。
2,少,すく,ばつとしておこづかいを[少]なくされる。,ばつとしておこづかいを[すく]なくされる。
2,少,すこ,ラーメンに[少]しだけコショウをかける。,ラーメンに[すこ]しだけコショウをかける。
2,岩,いわ,{森}の{中}の[岩]にこけが{生}えている。,{もり}の{なか}の[いわ]にこけが{は}えている。
2,岩,がん,{近所}の{地層}から{火山}[岩]が{見}つかった。,{きんじょ}の{ちそう}から{かざん}[がん]が{み}つかった。
2,工,く,きれいなガラス{細}[工]の{作品}が{売}られていた。,きれいなガラス{さい}[く]の{さくひん}が{う}られていた。
2,工,こう,いつも{通}っている{道}が[工]{事中}だった。,いつも{かよ}っている{みち}が[こう]{じちゅう}だった。
2,市,いち,{朝}[市]で{新}せんな{野菜}や{魚}を{買}う。,{あさ}[いち]で{しん}せんな{やさい}や{さかな}を{か}う。
2,市,し,[市]{役所}から{大事}な{手紙}が{届}いた。,[し]{やくしょ}から{だいじ}な{てがみ}が{とど}いた。
2,帰,かえ,[帰]り{道}でかわいい{子}ねこと{会}った。,[かえ]り{みち}でかわいい{こ}ねこと{あ}った。
2,帰,き,{入院}していた{選手}が{昨日復}[帰]した。,{にゅういん}していた{せんしゅ}が{}[き]した。
2,広,こう,[広]{告}のチラシを{受}け{取}る。,[こう]{こく}のチラシを{う}け{と}る。
2,広,ひろ,{野原}にシートを[広]げてピクニックする。,{のはら}にシートを[ひろ]げてピクニックする。
